date_heure_dernier_changement,date_heure_creation,departement,latitude,longitude,id,direction,equipement,date_installation,type,emplacement,route,longueur_troncon_km,vitesse_poids_lourds_kmh,vitesse_vehicules_legers_kmh
2018-09-05T12:20:50Z,2018-09-05T12:20:50Z,31,43.17309,0.97521,14359,BAYONNE VERS TOULOUSE,MORPHO,2006-02-03T00:00:00Z,Radar fixe,ROQUEFORT SUR GARONNE,A64,,,130
2018-09-05T12:20:50Z,2018-09-05T12:20:50Z,31,43.17349,0.97559,14360,TOULOUSE VERS BAYONNE,MORPHO,2006-03-04T00:00:00Z,Radar fixe,ROQUEFORT SUR GARONNE,A64,,,130
2018-09-05T12:20:50Z,2018-09-05T12:20:50Z,57,49.13881,6.81451,14361,STRASBOURG VERS PARIS,MORPHO,2006-01-31T00:00:00Z,Radar fixe,BETTING,A4,,,110
2018-09-05T12:20:50Z,2018-09-05T12:20:50Z,27,49.2977,1.12069,14362,PARIS VERS ROUEN,MORPHO,2006-03-01T00:00:00Z,Radar fixe,CRIQUEBEUF SUR SEINE,A13,,,130
2018-09-05T12:20:50Z,2018-09-05T12:20:50Z,38,45.56784,5.35584,14363,DOUBLE SENS,MORPHO,2005-07-18T00:00:00Z,Radar fixe,CESSIEU,RD1006,,,70
2018-09-05T12:20:50Z,2018-09-05T12:20:50Z,38,45.35878,5.9977,14364,DOUBLE SENS,MORPHO,2006-03-06T00:00:00Z,Radar fixe,CRETS EN BELLEDONNE,RD525,,,50
2018-09-05T12:20:50Z,2018-09-05T12:20:50Z,65,43.42323,0.04954,14365,DOUBLE SENS,MORPHO,2006-02-01T00:00:00Z,Radar fixe,VIC EN BIGORRE,RD935,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,35,47.76133,-1.93972,14366,DOUBLE SENS,MORPHO,2006-01-16T00:00:00Z,Radar fixe,ST JUST,RD177,,,70
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,83,43.21835,5.81183,14367,DOUBLE SENS,MORPHO,2006-02-06T00:00:00Z,Radar fixe,LE BEAUSSET,RDN8,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,41,47.33407,1.20635,14368,DOUBLE SENS,MORPHO,2005-03-22T00:00:00Z,Radar fixe,ST JULIEN DE CHEDON,RD976,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,71,46.42902,4.40949,14369,MOULINS VERS MACON,MORPHO,2005-11-29T00:00:00Z,Radar fixe,BEAUBERY,RN79,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,71,46.2394,4.04019,14370,DOUBLE SENS,MORPHO,2006-03-06T00:00:00Z,Radar fixe,ST MARTIN DU LAC,RD982,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,70,47.62763,6.17827,14371,LURE VERS VESOUL,MORPHO,2005-10-17T00:00:00Z,Radar fixe,FROTEY LES VESOUL,RN19,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,27,49.22405,0.9473,14372,DOUBLE SENS,MORPHO,2006-01-30T00:00:00Z,Radar fixe,FOUQUEVILLE,RD840,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,27,49.14012,0.65222,14373,DOUBLE SENS,MORPHO,2006-01-11T00:00:00Z,Radar fixe,PLASNES,RD438,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,50,48.719,-1.40957,14374,DOUBLE SENS,MORPHO,2006-03-09T00:00:00Z,Radar fixe,LOLIF,RD973,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,43,45.00722,3.87917,14375,DOUBLE SENS,MORPHO,2004-10-19T00:00:00Z,Radar fixe,LE PUY EN VELAY,RN88,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,76,49.9185,1.10488,14376,LE TREPORT VERS DIEPPE,MORPHO,2006-02-27T00:00:00Z,Radar fixe,DIEPPE,RD485,,,90
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,43,45.29287,4.14182,14377,DOUBLE SENS,MORPHO,2005-08-10T00:00:00Z,Radar fixe,BAS EN BASSET,RD12,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,29,48.57881,-3.73758,14378,ST BRIEUC VERS MORLAIX,MORPHO,2005-12-23T00:00:00Z,Radar fixe,PLOUIGNEAU,RN12,,,110
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,29,48.5787,-3.73713,14379,MORLAIX VERS ST BRIEUC,MORPHO,2005-12-23T00:00:00Z,Radar fixe,PLOUIGNEAU,RN12,,,110
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,971,16.25425,-61.56124,14380,BASSE TERRE VERS POINTE A PITRE,MORPHO,2005-09-29T00:00:00Z,Radar fixe,BAIE MAHAULT,RN1,,,90
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,22,48.38294,-2.37652,14381,BREST VERS RENNES,MORPHO,2006-01-21T00:00:00Z,Radar fixe,PLENEE JUGON,RN12,,,110
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,22,48.24163,-3.3369,14382,RENNES VERS CHATEAULIN,MORPHO,2006-02-03T00:00:00Z,Radar fixe,ROSTRENEN,RN164,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,22,48.2452,-3.34723,14383,CHATEAULIN VERS RENNES,MORPHO,2006-01-31T00:00:00Z,Radar fixe,ROSTRENEN,RN164,,,90
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,62,50.9345,1.88208,14384,DUNKERQUE VERS BOULOGNE,MORPHO,2005-12-26T00:00:00Z,Radar fixe,CALAIS,A16,,,90
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,62,50.50315,1.76615,14385,DOUBLE SENS,MORPHO,2006-01-15T00:00:00Z,Radar fixe,ATTIN,RD901,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,62,50.803,2.10876,14386,DOUBLE SENS,MORPHO,2005-11-25T00:00:00Z,Radar fixe,NORT LEULINGHEM,RD943,,,70
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,42,45.5569,4.28565,14387,ANDREZIEUX BOUTHEON VERS ST GALMIER,MORPHO,2005-09-26T00:00:00Z,Radar fixe,VEAUCHE,RD12,,,50
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,58,47.11753,3.22756,14388,NEVERS VERS AUXERRE,MORPHO,2005-04-22T00:00:00Z,Radar fixe,POISEUX,RD977,,,50
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,45,47.90534,1.89729,14389,ORLEANS VERS OLIVET,MORPHO,2005-12-27T00:00:00Z,Radar fixe,ORLEANS,RD2020,,,50
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,45,47.93455,1.7618,14390,BUCY ST LIPHARD vers COULMIERS,MORPHO,2006-03-13T00:00:00Z,Radar fixe,BUCY ST LIPHARD,RD2157,,,70
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,19,45.12362,1.55456,14391,DOUBLE SENS,MORPHO,2006-02-13T00:00:00Z,Radar fixe,COSNAC,RD38,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,19,45.22226,1.42767,14392,OBJAT vers BRIVE LA GAILLARDE,MORPHO,2005-12-23T00:00:00Z,Radar fixe,ALLASSAC,RD901,,,70
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,93,48.85013,2.55588,14393,CHAMPS SUR MARNE VERS NEUILLY SUR MARNE,MORPHO,2006-01-05T00:00:00Z,Radar fixe,NOISY LE GRAND,RN370,,,50
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,52,48.48442,5.11311,14394,DOUBLE SENS,MORPHO,2005-12-16T00:00:00Z,Radar fixe,CHATONRUPT SOMMERMONT,RN67,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,52,48.37656,5.1565,14395,CHAUMONT VERS ST DIZIER,MORPHO,2005-12-01T00:00:00Z,Radar fixe,MUSSEY SUR MARNE,RN67,,,70
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,61,48.54187,-0.49413,14396,DOUBLE SENS,MORPHO,2005-02-09T00:00:00Z,Radar fixe,JUVIGNY VAL D ANDAINE,RD976,,,80
2018-09-05T12:20:53Z,2018-09-05T12:20:53Z,972,14.80932,-61.02076,14397,DOUBLE SENS,MORPHO,2005-10-26T00:00:00Z,Radar fixe,LE MARIGOT,RN1,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,972,14.58958,-60.98281,14398,LAMENTIN VERS DUCOS,MORPHO,2005-10-25T00:00:00Z,Radar fixe,DUCOS,RN5,,,90
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,972,14.52809,-60.98237,14399,STE LUCE VERS DUCOS,MORPHO,2005-11-04T00:00:00Z,Radar fixe,RIVIERE SALEE,RN5,,,70
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,972,14.66466,-60.96781,14400,DOUBLE SENS,MORPHO,2005-10-25T00:00:00Z,Radar fixe,LE ROBERT,RN1,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,972,14.61142,-61.06535,14401,LAMENTIN VERS SCHOELCHER,MORPHO,2005-11-15T00:00:00Z,Radar fixe,FORT DE FRANCE,RD41,,,
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,972,14.61154,-61.06998,14402,SCHOELCHER VERS LAMENTIN,MORPHO,2006-05-03T00:00:00Z,Radar fixe,FORT DE FRANCE,RD41,,,
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,64,43.46441,-0.70353,14403,DOUBLE SENS,MORPHO,2004-12-30T00:00:00Z,Radar fixe,CASTETIS,RD817,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,26,44.55284,4.89382,14404,DOUBLE SENS,MORPHO,2005-11-19T00:00:00Z,Radar fixe,LA BEGUDE DE MAZENC,RD540,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,33,45.04349,-0.46663,14405,BORDEAUX VERS SAINTES,MORPHO,2005-12-10T00:00:00Z,Radar fixe,ST LAURENT D ARCE,RD137,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,64,43.49391,-1.52397,14406,BAYONNE VERS BIARRITZ,MORPHO,2006-01-09T00:00:00Z,Radar fixe,ANGLET,Bld du BAB face au centre URBEGUI,,,70
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,06,43.60445,7.06149,14407,ANTIBES VERS VALBONNE,MORPHO,2006-07-06T00:00:00Z,Radar fixe,VALBONNE,RD35,,,70
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,64,43.17541,-0.54974,14408,OLORON STE MARIE VERS PAU,MORPHO,2005-04-26T00:00:00Z,Radar fixe,HERRERE,RN134,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,92,48.86819,2.22461,14409,SURESNES VERS PARIS,MORPHO,2006-01-14T00:00:00Z,Radar fixe,SURESNES,RD985,,,50
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,22,48.55733,-3.17928,14410,BREST VERS RENNES,MORPHO,2006-01-18T00:00:00Z,Radar fixe,GRACES,RN12,,,110
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,39,46.55238,6.0142,14411,ST LAURENT EN GRANDVAUX VERS LES ROUSSES,MORPHO,2006-07-01T00:00:00Z,Radar fixe,MORBIER,RN5,,,90
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,79,46.26278,-0.46651,14412,DOUBLE SENS,MORPHO,2005-12-29T00:00:00Z,Radar fixe,ST SYMPHORIEN,RD650,,,70
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,38,45.41662,5.33245,14413,GRENOBLE VERS LYON,MORPHO,2005-11-03T00:00:00Z,Radar fixe,LE MOTTIER,RD1085,,,90
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,974,-20.88223,55.46355,14414,ST PIERRE VERS ST DENIS,MORPHO,2005-12-24T00:00:00Z,Radar fixe,ST DENIS,RN1,,,90
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,974,-20.88632,55.48368,14415,ST DENIS vers STE MARIE,MORPHO,2005-12-24T00:00:00Z,Radar fixe,ST DENIS,RN2,,,70
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,65,43.25688,0.07205,14416,VIC EN BIGORRE vers TARBES,MORPHO,2005-06-30T00:00:00Z,Radar fixe,TARBES,RD935,,,50
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,89,47.96298,3.72857,14417,AUXERRE VERS ST FLORENTIN,MORPHO,2006-01-13T00:00:00Z,Radar fixe,VERGIGNY,RN77,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,13,43.53641,5.19178,14418,DOUBLE SENS,MORPHO,2006-06-27T00:00:00Z,Radar fixe,BERRE L ETANG,RD113,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,27,49.16313,0.70935,14419,ALENCON VERS ROUEN,MORPHO,2006-02-27T00:00:00Z,Radar fixe,ACLOU,A28,,,90
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,27,49.20909,0.7688,14420,ROUEN VERS ALENCON,MORPHO,2006-06-23T00:00:00Z,Radar fixe,BOSROBERT,A28,,,90
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,06,43.68571,7.1977,14421,DIGNE LES BAINS VERS NICE,MORPHO,2006-02-21T00:00:00Z,Radar fixe,NICE,RD6202,,,70
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,04,44.04822,6.13947,14422,DIGNE LES BAINS VERS MALIJAI,MORPHO,2006-01-23T00:00:00Z,Radar fixe,AIGLUN,RN85,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,77,48.69258,3.39995,14423,DOUBLE SENS,MORPHO,2004-12-11T00:00:00Z,Radar fixe,SANCY LES PROVINS,RN4,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,82,44.12468,1.15088,14424,DOUBLE SENS,MORPHO,2005-01-04T00:00:00Z,Radar fixe,MOISSAC,RD927,,,70
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,82,44.03106,1.23141,14425,DOUBLE SENS,MORPHO,2005-07-25T00:00:00Z,Radar fixe,LA VILLE DIEU DU TEMPLE,RD958,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,82,43.93981,1.21917,14426,DOUBLE SENS,MORPHO,2005-01-10T00:00:00Z,Radar fixe,MONTECH,RD813,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,86,46.72308,0.42488,14427,CHATELLERAULT vers POITIERS,MORPHO,2005-07-21T00:00:00Z,Radar fixe,BEAUMONT,RD910,,,90
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,86,46.63122,0.24254,14428,DOUBLE SENS,MORPHO,2005-04-18T00:00:00Z,Radar fixe,CISSE,RN149,,,80
2018-09-05T12:20:55Z,2018-09-05T12:20:55Z,88,47.89996,6.72747,14429,DOUBLE SENS,MORPHO,2005-01-07T00:00:00Z,Radar fixe,FERDRUPT,RN66,,,70
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,88,47.87434,6.83843,14430,DOUBLE SENS,MORPHO,2005-02-22T00:00:00Z,Radar fixe,BUSSANG,RN66,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,50,49.10263,-1.48766,14431,DOUBLE SENS,MORPHO,2005-05-10T00:00:00Z,Radar fixe,ANCTEVILLE,RD2,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,50,49.64416,-1.47515,14432,DOUBLE SENS,MORPHO,2005-06-13T00:00:00Z,Radar fixe,GONNEVILLE LE THEIL,RD901,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,53,48.2968,-0.91783,14433,MAYENNE VERS FOUGERES,MORPHO,2004-12-06T00:00:00Z,Radar fixe,ERNEE,RN12,,,50
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,53,48.06907,-0.75272,14434,LE MANS VERS RENNES,MORPHO,2005-12-29T00:00:00Z,Radar fixe,LAVAL,RD57,,,50
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,53,48.07663,-0.97332,14435,LAVAL VERS RENNES,MORPHO,2005-03-10T00:00:00Z,Radar fixe,LA BRULATTE,RD57,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,53,47.96125,-0.70397,14436,DOUBLE SENS,MORPHO,2005-04-11T00:00:00Z,Radar fixe,ENTRAMMES,RN162,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,53,48.46027,-0.19704,14437,ALENCON VERS MAYENNE,MORPHO,2005-08-31T00:00:00Z,Radar fixe,PRE EN PAIL ST SAMSON,RN12,,,50
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,67,48.63827,7.72804,14438,PARIS VERS STRASBOURG,MORPHO,2005-02-09T00:00:00Z,Radar fixe,SOUFFELWEYERSHEIM,A4,,,90
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,67,48.86317,7.70085,14439,DOUBLE SENS,MORPHO,2005-04-11T00:00:00Z,Radar fixe,HAGUENAU,RD1062,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,68,48.1714,7.10899,14440,ST DIE DES VOSGES vers NEUF BRISACH,MORPHO,2005-03-25T00:00:00Z,Radar fixe,LE BONHOMME,RD415,,,50
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,68,48.06842,7.32789,14441,MUNSTER VERS COLMAR,MORPHO,2005-02-09T00:00:00Z,Radar fixe,COLMAR,RD417,,,50
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,68,47.8357,7.34161,14442,DOUBLE SENS,MORPHO,2005-02-01T00:00:00Z,Radar fixe,ENSISHEIM,RD20,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,71,46.70356,4.41479,14443,CHALON SUR SAONE VERS MONTCEAU LES MINES,MORPHO,2005-02-15T00:00:00Z,Radar fixe,BLANZY,RN70,,,70
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,71,46.73646,4.91729,14444,DOUBLE SENS,MORPHO,2005-04-20T00:00:00Z,Radar fixe,EPERVANS,RD978,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,71,46.78485,4.89023,14445,DOUBLE SENS,MORPHO,2005-04-20T00:00:00Z,Radar fixe,ST MARCEL,RD673,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,81,43.99942,2.16705,14446,CARMAUX VERS ALBI,MORPHO,2005-04-26T00:00:00Z,Radar fixe,LE GARRIC,RN2088,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,81,43.56791,2.03059,14447,DOUBLE SENS,MORPHO,2004-12-15T00:00:00Z,Radar fixe,PUYLAURENS,RD926,,,70
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,51,49.25473,4.0023,14448,Cormontreuil vers Tinqueux,MORPHO,2005-06-20T00:00:00Z,Radar fixe,REIMS,Traversée Urbaine de Reims,,,90
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,51,49.22972,4.03263,14449,REIMS VERS EPERNAY,MORPHO,2006-07-07T00:00:00Z,Radar fixe,REIMS,RD951,,,70
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,51,48.94732,4.36034,14450,TROYES VERS CHALONS EN CHAMPAGNE,MORPHO,2005-03-24T00:00:00Z,Radar fixe,CHALONS EN CHAMPAGNE,RD3,,,70
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,51,49.1389,4.2282,14451,REIMS VERS CHALONS EN CHAMPAGNE,MORPHO,2005-04-19T00:00:00Z,Radar fixe,LES PETITES LOGES,RD944,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,66,42.78215,2.98764,14452,CLAIRA vers LE BARCARES,MORPHO,2005-02-25T00:00:00Z,Radar fixe,ST LAURENT DE LA SALANQUE,RD 83,,,90
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,66,42.59905,2.85651,14453,LE BOULOU VERS PERPIGNAN,MORPHO,2005-02-03T00:00:00Z,Radar fixe,VILLEMOLAQUE,RD900,,,90
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,66,42.6542,2.92633,14454,PERPIGNAN VERS ARGELES SUR MER,MORPHO,2005-02-03T00:00:00Z,Radar fixe,PERPIGNAN,RD914,,,110
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,72,48.11431,0.34573,14455,DOUBLE SENS,MORPHO,2005-03-01T00:00:00Z,Radar fixe,SILLE LE PHILIPPE,RD301,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,72,48.02078,-0.09618,14456,DOUBLE SENS,MORPHO,2005-05-03T00:00:00Z,Radar fixe,LONGNES,RD357,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,72,47.99672,0.17226,14457,ALENCON VERS ANGERS,MORPHO,2005-05-03T00:00:00Z,Radar fixe,LE MANS,RD338,,,90
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,04,43.88555,5.86389,14458,DOUBLE SENS,MORPHO,2004-11-27T00:00:00Z,Radar fixe,VILLENEUVE,RD4096,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,04,44.07632,6.01988,14459,DOUBLE SENS,MORPHO,2005-10-20T00:00:00Z,Radar fixe,L ESCALE,RN85,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,04,43.85757,5.83217,14460,DOUBLE SENS,MORPHO,2005-11-02T00:00:00Z,Radar fixe,VOLX,RD4096,,,80
2018-09-05T12:20:58Z,2018-09-05T12:20:58Z,04,44.11609,5.99328,14461,DOUBLE SENS,MORPHO,2005-03-14T00:00:00Z,Radar fixe,AUBIGNOSC,RN85,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,04,44.19723,5.94926,14462,AIX vers LA SAULCE,MORPHO,2006-03-01T00:00:00Z,Radar fixe,SISTERON,A51,,,110
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,18,47.10975,2.414,14463,BOURGES VERS MONTARGIS,MORPHO,2004-12-20T00:00:00Z,Radar fixe,BOURGES,RD940,,,50
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,70,47.65842,6.36386,14464,BELFORT VERS LANGRES,MORPHO,2005-03-23T00:00:00Z,Radar fixe,POMOY,RN19,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,17,45.81964,-1.08287,14465,DOUBLE SENS,MORPHO,2008-07-30T00:00:00Z,Radar fixe,ST JUST LUZAC,RD728,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,17,45.91993,-0.5256,14466,DOUBLE SENS,MORPHO,2008-06-13T00:00:00Z,Radar fixe,ST JEAN D ANGELY,RD150,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,52,48.60302,5.03098,14467,ST DIZIER vers CHAUMONT,MORPHO,2008-06-13T00:00:00Z,Radar fixe,ROCHES SUR MARNE,RN67,,,70
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,52,48.27245,5.11446,14468,Chaumont vers St Dizier,MORPHO,2008-07-04T00:00:00Z,Radar fixe,VIGNORY,RN67,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,52,48.13863,5.05021,14469,Blaisy vers Jonchery,MORPHO,2008-10-15T00:00:00Z,Radar fixe,EUFFIGNEIX,RD619,,,70
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,52,47.95924,5.27387,14470,LANGRES vers CHAUMONT,MORPHO,2009-12-04T00:00:00Z,Radar fixe,ROLAMPONT,RD619,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,52,47.7759,5.65375,14471,DOUBLE SENS,MORPHO,2008-06-23T00:00:00Z,Radar fixe,FAYL BILLOT,RN19,,,70
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,42,45.73826,4.09434,14472,Feurs vers Boën,MORPHO,2008-09-13T00:00:00Z,Radar fixe,ST ETIENNE LE MOLARD,RD1089,,,70
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,42,45.29275,4.62052,14473,DOUBLE SENS,MORPHO,2008-11-19T00:00:00Z,Radar fixe,ST JULIEN MOLIN MOLETTE,RD1082,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,42,45.62226,4.34593,14474,DOUBLE SENS,MORPHO,2008-08-06T00:00:00Z,Radar fixe,CHAZELLES SUR LYON,RD12,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,83,43.25053,6.54954,14475,DOUBLE SENS,MORPHO,2008-12-19T00:00:00Z,Radar fixe,COGOLIN,RD98,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,83,43.125,6.17853,14476,HYERES VERS LA LONDE LES MAURES,MORPHO,2009-06-12T00:00:00Z,Radar fixe,HYERES,RD98,,,90
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,83,43.13211,5.86711,14477,OLLIOULES vers TOULON,MORPHO,2008-10-08T00:00:00Z,Radar fixe,OLLIOULES,RDN8,,,70
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,83,43.33468,6.08662,14478,DOUBLE SENS,MORPHO,2009-07-15T00:00:00Z,Radar fixe,FORCALQUEIRET,RD43,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,01,46.0076,5.17567,14479,BOURG EN BRESSE vers CHALAMONT,MORPHO,2008-08-28T00:00:00Z,Radar fixe,CHALAMONT,RD22,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,01,46.17674,5.921,14480,Bellegarde vers Gex,MORPHO,2008-08-28T00:00:00Z,Radar fixe,PERON,RD884,,,110
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,01,45.92786,5.10135,14481,Meximieux vers St André de Corcy,MORPHO,2008-09-26T00:00:00Z,Radar fixe,JOYEUX,RD4,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,13,43.72219,4.65024,14482,DOUBLE SENS,MORPHO,2009-03-09T00:00:00Z,Radar fixe,ARLES,RD570N,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,13,43.67548,5.09261,14483,SENAS vers SALON DE PROVENCE,MORPHO,2009-02-13T00:00:00Z,Radar fixe,SALON DE PROVENCE,RD538,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,73,45.74995,5.92639,14484,ANNECY VERS AIX LES BAINS,MORPHO,2005-02-16T00:00:00Z,Radar fixe,LA BIOLLE,RD1201,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,82,43.96876,1.35777,14485,DOUBLE SENS,MORPHO,2008-06-20T00:00:00Z,Radar fixe,MONTAUBAN,RD21,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,35,47.70159,-2.08541,14486,La Gacilly vers Redon,MORPHO,2008-12-30T00:00:00Z,Radar fixe,BAINS SUR OUST,RD873,,,70
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,35,48.64734,-1.90234,14487,DOUBLE SENS,MORPHO,2008-11-12T00:00:00Z,Radar fixe,ST MELOIR DES ONDES,RD155,,,70
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,35,48.34308,-1.22138,14488,DOUBLE SENS,MORPHO,2009-01-02T00:00:00Z,Radar fixe,LECOUSSE,RN12,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,35,48.08399,-1.9094,14489,DOUBLE SENS,MORPHO,2008-11-19T00:00:00Z,Radar fixe,TALENSAC,RD62,,,80
2018-09-05T12:21:00Z,2018-09-05T12:21:00Z,35,48.02274,-1.19566,14490,DOUBLE SENS,MORPHO,2008-11-10T00:00:00Z,Radar fixe,DOMALAIN,RD178,,,80
